ESSAY_ID,REAL_SCORE,PRED_SCORE
ESSAY_51257,79.0,72.33666666666667
ESSAY_53314,55.68888888888889,70.07555555555555
ESSAY_51275,75.39444444444445,71.1
ESSAY_80243,66.81444444444443,71.39777777777778
ESSAY_38871,76.37222222222222,70.83222222222223
ESSAY_63566,72.41222222222223,69.24666666666667
ESSAY_39719,55.716666666666676,71.21888888888888
ESSAY_51271,77.35,66.44333333333334
ESSAY_55635,76.71444444444444,70.89222222222222
ESSAY_51246,79.0,72.15777777777778
ESSAY_80255,61.92555555555555,71.87444444444445
ESSAY_36081,63.07444444444445,71.69555555555556
ESSAY_51366,72.15555555555555,71.79777777777778
ESSAY_37740,74.11111111111111,66.50444444444445
ESSAY_37313,73.92777777777778,72.51666666666668
ESSAY_41175,69.02666666666667,72.06777777777776
ESSAY_63594,55.88777777777777,70.02777777777779
ESSAY_42763,76.55555555555556,72.44222222222223
ESSAY_64683,59.908888888888896,72.00777777777778
ESSAY_64100,76.22555555555554,67.65777777777778
ESSAY_42809,77.04444444444445,70.62333333333333
ESSAY_51279,77.35,72.46888888888888
ESSAY_49042,79.0,72.4988888888889
ESSAY_42759,79.0,72.06777777777776
ESSAY_38136,64.43111111111111,72.24666666666667
ESSAY_42862,70.32222222222222,71.26666666666668
ESSAY_42889,79.0,71.84555555555555
ESSAY_64095,74.24555555555555,85.89555555555555
ESSAY_62239,77.53333333333333,80.13222222222223
ESSAY_51263,75.7,70.23666666666666
ESSAY_51239,68.5011111111111,71.60666666666665
ESSAY_78850,39.574444444444445,69.05444444444444
ESSAY_49025,79.0,71.90444444444445
ESSAY_41204,77.04444444444445,73.00666666666666
ESSAY_55640,73.4388888888889,71.35666666666665
ESSAY_38858,51.14,50.58333333333333
ESSAY_64680,68.13444444444444,72.36777777777777
ESSAY_62261,76.06666666666668,71.57777777777778
ESSAY_80227,67.47444444444446,72.51888888888888
ESSAY_32687,69.33222222222223,71.03999999999999
ESSAY_53275,79.0,72.6211111111111
ESSAY_51231,70.49333333333334,72.03777777777778
ESSAY_49054,72.46111111111111,72.34
ESSAY_38141,61.76666666666667,70.17999999999999
ESSAY_51170,64.88333333333333,76.97
ESSAY_51215,66.38666666666667,72.45666666666666
ESSAY_64669,66.14222222222222,73.36444444444444
ESSAY_42797,62.96444444444444,54.07111111111111
ESSAY_51233,77.36222222222223,70.94777777777777
ESSAY_49031,78.02222222222221,72.03666666666666
ESSAY_49038,78.02222222222221,71.1288888888889
ESSAY_38859,68.51333333333334,71.57777777777778
ESSAY_51358,78.02222222222221,72.24666666666667
ESSAY_51369,77.04444444444445,72.33777777777777
ESSAY_41133,77.36222222222223,72.54666666666667
ESSAY_49016,79.0,70.84555555555555
ESSAY_42834,79.0,71.51888888888888
ESSAY_51284,75.39444444444445,72.15777777777778
ESSAY_42850,77.53333333333333,70.86222222222223
ESSAY_51244,72.27777777777779,71.28
ESSAY_41197,75.07666666666667,71.06666666666668
ESSAY_57255,75.74,65.86428571428571
ESSAY_41040,61.36928571428571,63.02714285714285
ESSAY_62680,63.73428571428572,64.52571428571429
ESSAY_47164,58.21428571428571,63.52714285714285
ESSAY_33748,68.095,69.09928571428571
ESSAY_48722,72.05499999999999,62.75214285714285
ESSAY_39395,51.75,66.93714285714286
ESSAY_40421,57.299285714285716,64.83714285714287
ESSAY_45556,59.82928571428571,63.472142857142856
ESSAY_56473,59.77428571428571,66.25571428571429
ESSAY_41893,70.77428571428571,68.12071428571429
ESSAY_62811,67.71000000000001,66.41071428571429
ESSAY_36342,56.183571428571426,64.7057142857143
ESSAY_45632,65.05428571428571,67.76571428571428
ESSAY_61799,61.62071428571429,64.8557142857143
ESSAY_66680,54.348571428571425,53.87142857142858
ESSAY_50434,67.44285714285715,67.64071428571428
ESSAY_36345,74.91499999999999,68.2307142857143
ESSAY_45195,58.910000000000004,64.74071428571429
ESSAY_56345,55.075714285714284,66.12571428571428
ESSAY_33364,71.2692857142857,66.14071428571428
ESSAY_41855,67.71000000000001,64.27571428571429
ESSAY_48606,61.605,60.67714285714285
ESSAY_41877,67.83571428571429,53.77
ESSAY_40317,54.965714285714284,68.1557142857143
ESSAY_80070,52.31,65.55571428571429
ESSAY_45722,54.06071428571429,66.0957142857143
ESSAY_44355,60.26928571428571,69.81428571428572
ESSAY_66759,55.311428571428564,65.37714285714284
ESSAY_39417,46.5,53.89
ESSAY_45715,52.75,64.72214285714286
ESSAY_45194,44.665,64.48714285714286
ESSAY_56993,53.19,66.23714285714286
ESSAY_47334,63.262857142857136,55.80499999999999
ESSAY_54705,55.83,63.845714285714294
ESSAY_39553,47.79071428571429,62.90214285714285
ESSAY_66479,44.81428571428571,59.99214285714286
ESSAY_48719,69.23428571428572,67.37571428571428
ESSAY_45664,71.12,68.79928571428572
ESSAY_41842,76.62,68.9707142857143
ESSAY_39437,57.754999999999995,62.747142857142855
ESSAY_40927,68.095,62.90214285714285
ESSAY_53408,61.97428571428571,67.2692857142857
ESSAY_48496,75.74,67.84071428571428
ESSAY_57232,75.74,66.1057142857143
ESSAY_66600,40.519999999999996,58.308571428571426
ESSAY_37986,58.12428571428571,67.57071428571429
ESSAY_54706,58.50928571428572,63.55714285714286
ESSAY_48713,74.73428571428572,68.93928571428572
ESSAY_83458,69.14,69.53428571428572
ESSAY_39440,47.14,64.64214285714286
ESSAY_40741,75.795,69.82571428571428
ESSAY_45628,41.807857142857145,62.15714285714286
ESSAY_45456,43.28,51.3
ESSAY_48515,69.9807142857143,58.707142857142856
ESSAY_66530,52.10571428571429,66.7957142857143
ESSAY_62792,61.565714285714286,68.88571428571429
ESSAY_48708,73.06071428571428,66.96071428571429
ESSAY_45211,40.76285714285714,56.845000000000006
ESSAY_39540,50.22,59.85857142857143
ESSAY_47173,47.15714285714286,59.30357142857142
ESSAY_40925,70.735,68.43571428571428
ESSAY_45210,51.375,66.88071428571429
ESSAY_40414,42.537142857142854,63.47714285714285
ESSAY_40999,69.85499999999999,64.25214285714284
ESSAY_45718,66.20928571428571,67.76571428571428
ESSAY_40319,62.50857142857143,66.21285714285713
ESSAY_45088,66.85357142857143,58.50714285714285
ESSAY_63023,71.30071428571429,67.26071428571429
ESSAY_33699,60.98428571428572,67.98428571428572
ESSAY_47810,60.434285714285714,64.56571428571428
ESSAY_63012,69.10071428571429,57.683571428571426
ESSAY_47338,67.11285714285714,59.28714285714286
ESSAY_45454,42.135714285714286,58.84357142857143
ESSAY_57263,75.74,63.362142857142864
ESSAY_45219,53.629999999999995,67.6557142857143
ESSAY_54701,67.03428571428572,67.80571428571429
ESSAY_39590,49.589999999999996,61.60214285714285
ESSAY_47187,51.760000000000005,64.26214285714286
ESSAY_40286,59.239999999999995,60.01357142857144
ESSAY_66638,58.430714285714295,64.69571428571429
ESSAY_46211,69.72928571428571,64.34214285714286
ESSAY_47801,59.14571428571429,64.11571428571429
ESSAY_39184,73.90928571428572,60.35857142857143
ESSAY_57303,72.44,66.89714285714285
ESSAY_38057,68.975,67.43428571428572
ESSAY_39185,68.72357142857143,58.70857142857143
ESSAY_45094,56.85928571428572,51.54142857142857
ESSAY_40289,63.34928571428571,68.07571428571428
ESSAY_39378,48.77428571428571,64.88214285714285
ESSAY_45476,63.050714285714285,64.75214285714284
ESSAY_44336,47.04571428571428,63.01714285714286
ESSAY_48714,66.94,67.39071428571428
ESSAY_46213,64.35499999999999,67.52571428571429
ESSAY_47193,61.534285714285716,68.0457142857143
ESSAY_47347,71.7957142857143,64.67214285714286
ESSAY_57304,72.31428571428572,63.19571428571429
ESSAY_45227,49.409285714285716,64.27071428571429
ESSAY_56340,66.995,68.05428571428571
ESSAY_47199,57.825714285714284,63.74071428571428
ESSAY_39556,44.2,58.29357142857143
ESSAY_62836,66.33500000000001,67.92571428571429
ESSAY_40410,48.82,57.83357142857143
ESSAY_45207,62.39071428571428,69.0292857142857
ESSAY_47174,49.68571428571429,60.997142857142855
ESSAY_45225,42.09142857142857,58.893571428571434
ESSAY_35502,50.935,63.57071428571429
ESSAY_41885,74.42,58.55714285714286
ESSAY_36359,55.09928571428571,66.0307142857143
ESSAY_40978,70.44428571428571,60.567142857142855
ESSAY_48604,74.475,64.4057142857143
ESSAY_78930,71.185,72.615
ESSAY_41224,84.0,76.03999999999999
ESSAY_52763,76.245,74.625
ESSAY_43553,67.72,73.66499999999999
ESSAY_39987,62.0,73.66499999999999
ESSAY_80740,63.21,72.845
ESSAY_65052,80.095,68.17999999999999
ESSAY_36149,50.63,74.4
ESSAY_80765,65.35499999999999,73.96000000000001
ESSAY_65048,83.12,75.175
ESSAY_38941,84.0,76.315
ESSAY_52783,71.845,73.485
ESSAY_52696,71.78999999999999,73.955
ESSAY_39991,64.75,74.725
ESSAY_37894,68.325,71.8
ESSAY_43465,78.33500000000001,72.675
ESSAY_36156,69.205,72.0
ESSAY_38352,68.71000000000001,74.31
ESSAY_38939,80.64500000000001,74.655
ESSAY_37405,81.525,75.35
ESSAY_65005,76.135,73.66499999999999
ESSAY_52761,72.83500000000001,74.635
ESSAY_65068,82.24,74.64500000000001
ESSAY_40010,55.625,65.365
ESSAY_52649,72.205,70.2
ESSAY_52774,73.55,74.365
ESSAY_63208,63.46,72.8
ESSAY_43542,80.81,73.965
ESSAY_77684,67.225,75.075
ESSAY_39091,63.154999999999994,75.05
ESSAY_41261,78.885,74.405
ESSAY_41249,79.765,74.17999999999999
ESSAY_65029,67.44500000000001,64.775
ESSAY_55975,51.665,56.754999999999995
ESSAY_43544,80.205,74.385
ESSAY_80707,60.04,74.725
ESSAY_79741,81.525,73.53999999999999
ESSAY_38348,73.99,74.925
ESSAY_52651,58.705,74.53
ESSAY_63615,78.72,72.905
ESSAY_37872,77.015,74.11
ESSAY_56028,66.125,73.36
ESSAY_79745,75.75,73.025
ESSAY_37879,81.8,73.215
ESSAY_43462,72.01,73.025
ESSAY_37895,71.185,73.53999999999999
ESSAY_43453,77.72999999999999,72.725
ESSAY_55986,44.730000000000004,63.339999999999996
ESSAY_49248,72.12,73.655
ESSAY_37397,79.49,75.225
ESSAY_39983,63.595000000000006,70.99
ESSAY_49251,71.845,74.10499999999999
ESSAY_52745,73.60499999999999,73.19500000000001
ESSAY_41220,70.8,72.30499999999999
ESSAY_65037,78.72,72.625
ESSAY_55991,61.175,74.7
ESSAY_63224,69.425,74.67
ESSAY_32732,71.46000000000001,74.385
ESSAY_33080,75.31,74.575
ESSAY_63618,82.24,71.32000000000001
ESSAY_80736,83.175,76.41499999999999
ESSAY_40009,63.870000000000005,74.85
ESSAY_80731,66.675,74.425
ESSAY_43567,73.385,70.38
ESSAY_64248,58.48,68.77000000000001
ESSAY_63228,66.07000000000001,74.525
ESSAY_38366,72.56,69.41499999999999
ESSAY_52652,75.2,75.205
ESSAY_52779,70.8,70.7
ESSAY_54978,80.03999999999999,74.465
ESSAY_52657,69.755,64.035
ESSAY_55979,72.39500000000001,74.28
ESSAY_40015,66.675,75.94
ESSAY_80743,76.19,74.745
ESSAY_63605,67.005,74.685
ESSAY_79753,56.285000000000004,67.16499999999999
ESSAY_80750,81.965,73.815
ESSAY_53368,83.12,72.30499999999999
ESSAY_52720,68.92999999999999,71.885
ESSAY_80718,72.56,75.39
ESSAY_38948,83.12,76.19
ESSAY_43468,76.685,70.66
ESSAY_40646,81.745,75.1
ESSAY_52677,56.785000000000004,58.864999999999995
ESSAY_43454,82.57000000000001,74.65
ESSAY_56032,81.19500000000001,74.1
ESSAY_53058,67.775,72.39500000000001
ESSAY_39989,70.8,74.465
ESSAY_80774,76.41,74.925
ESSAY_80690,60.864999999999995,74.995
ESSAY_49278,73.05499999999999,73.28999999999999
ESSAY_43475,67.33500000000001,74.505
ESSAY_63619,82.24,69.78
ESSAY_80752,80.26,74.92
ESSAY_40011,67.83,75.30499999999999
ESSAY_65049,80.03999999999999,74.38
ESSAY_55990,66.51,74.34
ESSAY_77340,95.6,92.0
ESSAY_53084,95.27000000000001,91.27000000000001
ESSAY_77311,96.59,83.28999999999999
ESSAY_57362,96.03999999999999,92.34
ESSAY_77308,95.27,90.82000000000001
ESSAY_83536,87.02000000000001,88.26
ESSAY_77303,92.19000000000001,91.21000000000001
ESSAY_69951,89.66,91.24
ESSAY_78961,93.4,92.72999999999999
ESSAY_57376,95.38000000000001,92.85000000000001
ESSAY_57368,94.06,86.82000000000001
ESSAY_77345,92.08,92.0
ESSAY_69947,83.72,91.4
ESSAY_74083,90.97999999999999,82.46
ESSAY_44526,100.0,92.27000000000001
ESSAY_84413,87.78999999999999,91.97
ESSAY_77319,93.07000000000001,91.43
ESSAY_80905,90.1,91.46000000000001
ESSAY_81253,87.24,92.30999999999999
ESSAY_78973,88.78,91.34
ESSAY_83825,75.8,85.4
ESSAY_64508,94.72,92.55
ESSAY_69964,89.33,91.75999999999999
ESSAY_57377,96.03999999999999,92.06
ESSAY_77333,91.97,89.6
ESSAY_83528,82.4,90.08
ESSAY_80913,82.07000000000001,91.34
ESSAY_38808,85.7,91.94
ESSAY_77341,90.98,91.27000000000001
ESSAY_80889,97.36,91.3
ESSAY_38401,89.66000000000001,72.51
ESSAY_83556,93.07000000000001,86.51
ESSAY_38810,90.65,92.17999999999999
ESSAY_61029,93.28999999999999,89.61000000000001
ESSAY_84390,81.08,80.53999999999999
ESSAY_78978,93.4,88.09
ESSAY_80914,85.7,82.21
ESSAY_80907,85.37,91.27000000000001
ESSAY_64309,97.36,92.64
ESSAY_45940,100.0,91.76
ESSAY_83831,84.49000000000001,92.27000000000001
ESSAY_53086,98.67999999999999,92.39000000000001
ESSAY_64506,96.7,89.52
ESSAY_81254,85.58999999999999,91.85
ESSAY_45944,100.0,91.64
ESSAY_78992,90.98,91.28
ESSAY_74085,88.66999999999999,77.05
ESSAY_78985,94.72,80.62
ESSAY_74094,94.28,91.78
ESSAY_68335,77.6,75.33
ESSAY_59429,70.78,75.53999999999999
ESSAY_70850,79.58,73.95
ESSAY_70849,80.9,74.67
ESSAY_68459,75.72999999999999,65.03
ESSAY_54330,76.72,75.45
ESSAY_54360,79.36,74.7
ESSAY_73125,78.03999999999999,74.75
ESSAY_70889,69.02,74.03
ESSAY_59370,67.91999999999999,71.33000000000001
ESSAY_65094,80.67999999999999,75.97
ESSAY_75210,69.24,73.63
ESSAY_59412,68.25,74.23999999999998
ESSAY_78131,74.08,74.47999999999999
ESSAY_59353,70.56,74.9
ESSAY_68345,73.2,76.09
ESSAY_82775,70.78,74.24
ESSAY_75248,64.72999999999999,72.08
ESSAY_82708,72.75999999999999,75.45
ESSAY_82811,69.02000000000001,74.79
ESSAY_68471,79.36,74.6
ESSAY_33205,68.14000000000001,73.21000000000001
ESSAY_68343,72.53999999999999,75.21000000000001
ESSAY_82807,66.6,74.09
ESSAY_75212,72.75999999999999,74.61
ESSAY_65392,76.39,75.35999999999999
ESSAY_82747,70.34,75.33
ESSAY_78126,75.4,73.9
ESSAY_52286,70.45,74.61
ESSAY_59468,65.83000000000001,74.21
ESSAY_70844,75.95,71.2
ESSAY_82752,69.9,75.45
ESSAY_43788,75.07000000000001,64.2
ESSAY_59337,72.32000000000001,74.91
ESSAY_68331,76.94,75.18
ESSAY_68377,78.03999999999999,75.17999999999999
ESSAY_70845,76.28,75.21
ESSAY_70871,77.6,72.28999999999999
ESSAY_59334,71.88,74.55
ESSAY_59422,70.12,74.25
ESSAY_65377,73.75,75.03
ESSAY_68340,71.88,75.57000000000001
ESSAY_68449,78.03999999999999,73.1
ESSAY_82704,76.72,71.87
ESSAY_78120,71.66,75.79
ESSAY_73067,65.72,70.66
ESSAY_73051,76.39,75.9
ESSAY_68386,78.03999999999999,75.42
ESSAY_59470,63.85,74.91
ESSAY_75190,66.6,75.91
ESSAY_78138,69.78999999999999,73.91
ESSAY_70893,78.03999999999999,71.91
ESSAY_54331,78.37,75.15
ESSAY_78122,74.74,74.3
ESSAY_59413,63.96,75.21000000000001
ESSAY_75232,71.33,74.7
ESSAY_70851,79.58,73.19
ESSAY_59433,70.67,74.88
ESSAY_59391,63.959999999999994,75.18
ESSAY_59301,73.31,74.7
ESSAY_59446,66.16,75.45
ESSAY_82755,78.7,74.3
ESSAY_73072,74.3,75.6
ESSAY_70866,80.67999999999999,70.38
ESSAY_75179,66.38,72.92999999999999
ESSAY_43780,53.95,58.629999999999995
ESSAY_70837,79.14,74.72
ESSAY_54361,78.7,72.76
ESSAY_82800,71.0,73.67
ESSAY_75188,71.11,75.69
ESSAY_43774,71.0,72.41
ESSAY_75163,62.64,73.4
ESSAY_32819,62.75,75.1
ESSAY_65380,70.67,75.21000000000001
ESSAY_73049,76.94,75.97
ESSAY_68483,79.36,75.39000000000001
ESSAY_59461,71.99,75.81
ESSAY_70843,79.8,75.53999999999999
ESSAY_65385,72.32000000000001,75.15
ESSAY_75260,74.73999999999998,73.95
ESSAY_59321,56.629999999999995,61.959999999999994
ESSAY_73063,71.77000000000001,75.27
ESSAY_82818,69.67999999999999,75.6
ESSAY_82733,70.00999999999999,72.67
ESSAY_65375,70.67,73.73
ESSAY_59447,72.97999999999999,79.49
ESSAY_59398,65.28,73.27000000000001
ESSAY_59459,68.91,75.78
ESSAY_68472,79.36,75.41999999999999
ESSAY_78105,73.42,75.72
ESSAY_82808,66.05,72.91
ESSAY_70885,71.44,75.6
ESSAY_32811,75.72999999999999,71.39
ESSAY_70826,77.27,64.31
ESSAY_65379,71.0,72.99
ESSAY_82691,75.4,71.88
ESSAY_82824,66.92999999999999,75.06
ESSAY_54622,74.52000000000001,75.3
ESSAY_73114,77.38,75.15
ESSAY_68463,79.36,78.80999999999999
ESSAY_70100,67.56587301587301,75.96111111111111
ESSAY_79218,63.55,74.9936507936508
ESSAY_79203,69.0936507936508,75.42142857142858
ESSAY_84055,68.83174603174604,76.7
ESSAY_70117,74.5063492063492,86.48730158730159
ESSAY_80986,74.93412698412699,73.9936507936508
ESSAY_64533,81.15,75.71349206349205
ESSAY_77461,78.55714285714285,84.60317460317461
ESSAY_79156,69.75714285714285,75.8047619047619
ESSAY_64537,62.78174603174604,77.9063492063492
ESSAY_77579,68.12460317460317,76.3031746031746
ESSAY_79313,74.93412698412699,78.45396825396826
ESSAY_77555,72.83015873015873,74.65793650793651
ESSAY_64548,64.73730158730159,77.16507936507938
ESSAY_64556,67.24285714285715,78.3873015873016
ESSAY_80990,81.15,72.78095238095239
ESSAY_79229,74.11349206349206,68.7904761904762
ESSAY_70090,73.22301587301588,72.45
ESSAY_79243,61.07936507936508,70.7904761904762
ESSAY_77551,72.30634920634921,75.99603174603175
ESSAY_64558,82.25,66.92063492063491
ESSAY_84048,70.54285714285714,75.48492063492063
ESSAY_64535,80.12857142857142,76.53809523809524
ESSAY_83617,71.96587301587302,76.87539682539683
ESSAY_77475,81.42063492063491,76.26666666666667
ESSAY_84047,68.83174603174604,75.44761904761904
ESSAY_77474,76.82857142857142,76.78571428571429
ESSAY_70071,68.5436507936508,75.00873015873017
ESSAY_77578,69.1373015873016,74.86349206349206
ESSAY_84049,67.85396825396825,78.13174603174603
ESSAY_79210,74.0436507936508,67.33174603174604
ESSAY_84050,72.28888888888889,72.98015873015872
ESSAY_79250,72.69920634920635,85.46031746031746
ESSAY_70047,74.71587301587302,77.05873015873017
ESSAY_79148,68.03730158730158,81.97539682539683
ESSAY_79115,66.78888888888889,78.02301587301588
ESSAY_64523,82.09285714285714,78.96507936507938
ESSAY_77517,70.49920634920635,66.2642857142857
ESSAY_77483,69.72222222222221,77.12777777777778
ESSAY_74123,72.16666666666666,77.46507936507938
ESSAY_77576,72.03571428571429,73.92936507936508
ESSAY_77572,71.3373015873016,76.23730158730159
ESSAY_77580,71.02301587301588,68.53174603174604
ESSAY_84017,74.47142857142858,72.24920634920635
ESSAY_77512,72.21031746031746,75.3515873015873
ESSAY_79101,68.5611111111111,75.37301587301587
ESSAY_79202,50.869841269841274,60.94285714285714
ESSAY_83987,73.62460317460317,77.03650793650795
ESSAY_77565,71.04920634920634,76.71904761904761
